crop,N,P,K,ph,recommended_fertilizer,quantity_kg_per_acre,estimated_cost_inr,organic_alternative
chickpea,112.4,37.8,53.3,6.51,DAP,53.1,1433.7,Vermicompost
orange,49.4,54.0,42.5,6.25,Urea,72.4,470.6,Compost + Biofertilizer
mothbeans,67.7,6.5,90.9,6.21,DAP,88.0,2376.0,Farmyard Manure (FYM)
papaya,100.3,76.4,43.3,6.13,MOP,31.2,530.4,Vermicompost
orange,109.4,70.5,32.4,6.68,MOP,46.9,797.3,Compost + Biofertilizer
banana,26.2,36.8,42.3,6.11,Urea,103.7,674.05,Farmyard Manure (FYM)
kidneybeans,45.8,37.0,48.4,7.2,Urea,77.4,503.1,Green Manure
orange,65.5,83.2,32.1,7.46,MOP,65.1,1106.7,Compost + Biofertilizer
muskmelon,37.3,33.7,0.0,6.05,MOP,133.0,2261.0,Vermicompost
lentil,35.7,19.2,27.9,6.7,Urea,123.0,799.5,Neem Cake
watermelon,73.0,54.8,37.6,6.05,MOP,51.0,867.0,Green Manure
watermelon,73.5,29.2,41.4,6.57,DAP,77.0,2079.0,Farmyard Manure (FYM)
lentil,80.2,45.1,42.2,7.02,MOP,52.9,899.3,Green Manure
cotton,34.7,37.1,33.3,6.46,Urea,102.7,667.55,Vermicompost
orange,123.3,52.4,33.5,6.68,MOP,54.2,921.4,Farmyard Manure (FYM)
pomegranate,100.3,38.9,46.1,7.09,DAP,54.2,1463.4,Compost + Biofertilizer
kidneybeans,105.5,76.2,42.3,5.93,MOP,32.0,544.0,Neem Cake
chickpea,23.9,53.6,34.9,6.39,Urea,104.5,679.25,Compost + Biofertilizer
orange,94.9,98.9,27.3,6.4,MOP,39.9,678.3,Green Manure
chickpea,72.6,27.7,15.6,5.87,MOP,96.2,1635.4,Neem Cake
coffee,59.2,5.8,50.2,7.11,DAP,103.3,2789.1,Poultry Manure
mothbeans,84.1,33.9,49.1,6.21,DAP,51.4,1387.8,Neem Cake
blackgram,45.4,35.2,22.0,8.01,MOP,115.2,1958.4,Compost + Biofertilizer
mungbean,35.8,38.5,41.1,6.6,Urea,95.2,618.8,Neem Cake
maize,46.9,49.1,20.0,6.73,MOP,91.5,1555.5,Poultry Manure
muskmelon,48.7,25.5,38.2,5.92,DAP,96.3,2600.1,Poultry Manure
apple,50.5,53.7,47.7,6.81,Urea,68.1,442.65,Poultry Manure
chickpea,41.5,20.5,5.4,7.01,MOP,136.6,2322.2,Green Manure
mango,38.2,50.6,45.6,5.78,Urea,65.1,423.15,Poultry Manure
rice,109.0,35.5,59.2,6.61,DAP,36.7,990.9,Compost + Biofertilizer
kidneybeans,38.7,65.2,51.7,7.62,Urea,62.4,405.6,Vermicompost
pomegranate,107.3,62.2,49.9,6.92,MOP,26.7,453.9,Farmyard Manure (FYM)
mungbean,27.0,33.1,58.3,5.34,Urea,89.6,582.4,Vermicompost
orange,45.9,64.9,62.4,6.7,Urea,47.5,308.75,Poultry Manure
banana,60.5,42.0,47.2,7.36,Urea,65.2,423.8,Vermicompost
jute,89.5,57.2,71.1,6.49,NPK 19-19-19,31.8,763.2,Poultry Manure
muskmelon,30.5,52.9,109.0,6.43,Urea,67.3,437.45,Vermicompost
maize,76.5,46.2,48.5,6.43,DAP,53.7,1449.9,Neem Cake
kidneybeans,48.0,53.2,24.4,7.76,MOP,87.9,1494.3,Compost + Biofertilizer
muskmelon,76.6,53.4,18.9,5.84,MOP,67.7,1150.9,Compost + Biofertilizer
jute,89.5,71.6,65.6,5.6,NPK 19-19-19,28.7,688.8,Farmyard Manure (FYM)
watermelon,34.6,70.5,65.0,6.49,Urea,64.2,417.3,Farmyard Manure (FYM)
coffee,87.8,82.9,53.0,6.67,MOP,26.8,455.6,Compost + Biofertilizer
coconut,46.2,59.3,38.9,6.15,Urea,65.8,427.7,Farmyard Manure (FYM)
pigeonpeas,58.6,32.9,58.9,6.5,DAP,69.6,1879.2,Green Manure
banana,49.3,37.4,54.9,5.71,Urea,70.9,460.85,Compost + Biofertilizer
mango,38.4,62.4,2.9,5.74,MOP,108.4,1842.8,Farmyard Manure (FYM)
grapes,83.7,43.0,93.5,6.41,DAP,40.0,1080.0,Neem Cake
watermelon,60.0,26.8,86.3,6.28,DAP,60.1,1622.7,Compost + Biofertilizer
coconut,62.0,31.8,72.1,6.28,DAP,58.7,1584.9,Vermicompost
coconut,69.9,7.9,55.0,7.05,DAP,74.8,2019.6,Vermicompost
watermelon,109.6,32.9,58.2,4.38,DAP,45.7,1233.9,Green Manure
mango,55.3,59.3,71.7,6.78,Urea,40.4,262.6,Vermicompost
mungbean,59.7,51.7,68.2,6.42,Urea,50.3,326.95,Green Manure
watermelon,56.7,30.5,52.3,5.89,DAP,70.7,1908.9,Neem Cake
papaya,16.9,20.4,55.9,6.13,Urea,117.3,762.45,Farmyard Manure (FYM)
coffee,73.9,67.3,50.0,7.21,MOP,23.6,401.2,Farmyard Manure (FYM)
grapes,61.8,50.1,93.9,7.08,Urea,43.8,284.7,Green Manure
maize,79.6,80.9,47.4,5.38,MOP,28.2,479.4,Neem Cake
orange,32.0,66.5,42.2,6.67,Urea,75.8,492.7,Neem Cake
grapes,62.1,26.4,44.6,6.3,DAP,81.6,2203.2,Neem Cake
coffee,82.4,52.7,35.5,5.78,MOP,51.3,872.1,Poultry Manure
cotton,53.8,53.3,84.6,6.17,Urea,36.1,234.65,Farmyard Manure (FYM)
papaya,58.5,26.2,65.2,5.11,DAP,68.1,1838.7,Vermicompost
banana,59.9,50.5,47.6,6.81,Urea,56.8,369.2,Poultry Manure
muskmelon,63.1,38.7,69.5,6.09,DAP,54.9,1482.3,Poultry Manure
banana,86.0,11.3,7.1,6.47,MOP,114.8,1951.6,Poultry Manure
muskmelon,69.3,40.4,72.2,6.17,DAP,42.3,1142.1,Poultry Manure
jute,31.7,37.7,74.2,7.47,Urea,76.4,496.6,Poultry Manure
banana,74.2,34.1,0.0,6.7,MOP,98.7,1677.9,Farmyard Manure (FYM)
mango,0.0,79.7,14.3,6.22,Urea,125.6,816.4,Neem Cake
pomegranate,5.8,32.6,54.7,7.17,Urea,118.4,769.6,Neem Cake
pomegranate,23.8,56.7,37.8,6.49,Urea,101.9,662.35,Neem Cake
coconut,80.5,53.8,72.4,6.37,DAP,24.2,653.4,Compost + Biofertilizer
pigeonpeas,47.2,52.8,57.6,7.18,Urea,60.7,394.55,Green Manure
cotton,67.8,30.9,43.3,7.33,DAP,76.1,2054.7,Green Manure
kidneybeans,81.1,66.1,49.9,7.44,MOP,27.9,474.3,Compost + Biofertilizer
grapes,61.3,32.8,35.5,6.1,DAP,82.7,2232.9,Green Manure
chickpea,43.9,48.6,28.1,7.18,Urea,95.3,619.45,Vermicompost
watermelon,91.7,41.9,71.8,5.75,DAP,35.3,953.1,Vermicompost
coconut,58.5,35.9,59.4,6.11,DAP,58.1,1568.7,Neem Cake
lentil,33.6,20.7,53.6,7.25,Urea,94.2,612.3,Green Manure
lentil,86.2,59.4,91.9,7.17,NPK 10-26-26,29.5,678.5,Green Manure
mungbean,84.5,63.7,54.4,6.54,MOP,23.4,397.8,Vermicompost
maize,59.2,40.1,48.6,5.87,Urea,66.9,434.85,Farmyard Manure (FYM)
grapes,36.2,8.0,34.0,6.7,DAP,127.4,3439.8,Green Manure
mothbeans,108.6,66.3,49.0,6.43,MOP,28.2,479.4,Green Manure
maize,52.6,49.6,81.6,7.33,Urea,55.1,358.15,Poultry Manure
mango,72.5,34.6,32.1,7.33,MOP,65.9,1120.3,Green Manure
coffee,56.6,15.5,42.2,6.9,DAP,93.1,2513.7,Farmyard Manure (FYM)
chickpea,23.8,38.7,55.8,6.57,Urea,100.7,654.55,Green Manure
coconut,46.5,48.8,33.7,5.14,Urea,77.7,505.05,Compost + Biofertilizer
maize,71.3,34.2,51.1,6.19,DAP,61.1,1649.7,Poultry Manure
mothbeans,94.9,45.5,55.6,5.33,DAP,37.7,1017.9,Compost + Biofertilizer
chickpea,18.3,47.7,34.6,6.12,Urea,112.3,729.95,Vermicompost
maize,21.2,73.9,38.2,5.63,Urea,90.1,585.65,Compost + Biofertilizer
chickpea,47.4,29.7,48.7,7.12,Urea,88.5,575.25,Farmyard Manure (FYM)
muskmelon,20.8,70.4,45.9,6.18,Urea,85.5,555.75,Neem Cake
maize,82.6,37.0,97.4,4.97,DAP,42.5,1147.5,Compost + Biofertilizer
coffee,87.3,62.8,57.9,6.13,NPK 19-19-19,20.4,489.6,Compost + Biofertilizer
maize,81.0,15.3,82.5,6.13,DAP,63.3,1709.1,Vermicompost
blackgram,54.6,57.4,38.5,7.44,Urea,71.0,461.5,Neem Cake
pomegranate,47.2,52.4,28.3,6.46,Urea,97.2,631.8,Green Manure
rice,0.0,43.4,53.3,6.07,Urea,112.4,730.6,Compost + Biofertilizer
orange,57.8,32.7,17.0,7.0,MOP,105.8,1798.6,Poultry Manure
kidneybeans,95.8,70.3,63.3,7.04,NPK 10-26-26,29.1,669.3,Compost + Biofertilizer
mothbeans,29.1,24.6,25.2,5.72,Urea,133.7,869.05,Poultry Manure
coffee,28.3,47.6,10.1,6.29,Urea,121.8,791.7,Poultry Manure
rice,31.5,62.0,82.4,5.81,Urea,67.1,436.15,Poultry Manure
pomegranate,4.4,58.4,22.3,6.09,Urea,130.4,847.6,Poultry Manure
orange,49.7,51.9,61.7,6.31,Urea,51.0,331.5,Farmyard Manure (FYM)
mango,54.6,22.7,59.8,6.97,DAP,79.4,2143.8,Farmyard Manure (FYM)
lentil,36.1,26.5,50.0,5.75,Urea,99.3,645.45,Vermicompost
papaya,61.5,54.6,79.2,6.65,Urea,41.9,272.35,Vermicompost
apple,55.8,64.9,18.2,7.61,MOP,82.2,1397.4,Farmyard Manure (FYM)
mungbean,46.3,52.8,19.4,6.97,MOP,92.6,1574.2,Farmyard Manure (FYM)
coffee,0.0,66.2,34.4,7.31,Urea,113.3,736.45,Farmyard Manure (FYM)
orange,36.9,44.2,33.7,7.71,Urea,94.1,611.65,Compost + Biofertilizer
coconut,31.7,36.2,48.0,5.87,Urea,102.6,666.9,Poultry Manure
pomegranate,84.7,4.3,51.4,7.5,DAP,81.4,2197.8,Compost + Biofertilizer
jute,75.7,35.1,56.8,5.54,DAP,47.0,1269.0,Poultry Manure
mango,101.1,56.4,49.7,7.03,MOP,31.8,540.6,Compost + Biofertilizer
maize,48.9,41.6,85.5,5.93,Urea,72.4,470.6,Farmyard Manure (FYM)
cotton,59.2,32.5,17.9,6.13,MOP,93.1,1582.7,Compost + Biofertilizer
coffee,76.9,36.9,60.8,7.27,DAP,39.8,1074.6,Farmyard Manure (FYM)
mothbeans,44.4,36.5,33.1,6.52,Urea,107.3,697.45,Vermicompost
jute,102.3,28.7,60.5,6.94,DAP,42.7,1152.9,Poultry Manure
mango,43.6,0.0,29.3,6.86,DAP,133.1,3593.7,Neem Cake
cotton,61.0,64.8,27.3,4.73,MOP,72.7,1235.9,Green Manure
coconut,93.1,47.3,51.3,6.64,DAP,44.2,1193.4,Neem Cake
mango,46.9,54.0,46.3,6.16,Urea,65.7,427.05,Farmyard Manure (FYM)
mothbeans,86.5,36.6,20.4,5.86,MOP,74.5,1266.5,Poultry Manure
jute,21.2,39.7,13.6,6.37,Urea,134.1,871.65,Vermicompost
maize,27.8,15.0,41.5,6.58,Urea,136.5,887.25,Green Manure
orange,40.5,24.3,40.1,6.95,Urea,106.2,690.3,Vermicompost
pigeonpeas,30.0,33.0,27.4,6.9,Urea,121.6,790.4,Compost + Biofertilizer
pomegranate,39.2,79.4,30.1,7.92,Urea,80.0,520.0,Poultry Manure
pomegranate,96.6,30.6,40.5,5.51,DAP,62.3,1682.1,Compost + Biofertilizer
mango,81.9,39.3,38.8,6.66,MOP,51.0,867.0,Compost + Biofertilizer
watermelon,43.1,51.7,88.3,6.75,Urea,63.7,414.05,Compost + Biofertilizer
rice,46.6,66.2,40.5,6.46,Urea,69.0,448.5,Green Manure
grapes,49.4,56.8,56.7,5.82,Urea,54.3,352.95,Vermicompost
mango,58.8,17.5,87.2,5.94,DAP,76.1,2054.7,Compost + Biofertilizer
watermelon,9.6,44.9,87.8,6.88,Urea,91.1,592.15,Vermicompost
mungbean,52.5,33.1,0.0,7.31,MOP,115.6,1965.2,Neem Cake
banana,49.0,19.5,61.4,6.18,DAP,85.0,2295.0,Neem Cake
watermelon,79.4,87.2,67.9,6.63,NPK 10-26-26,23.1,531.3,Vermicompost
blackgram,73.1,84.2,43.9,8.0,MOP,31.1,528.7,Farmyard Manure (FYM)
muskmelon,36.4,30.4,17.3,7.15,Urea,127.3,827.45,Vermicompost
coconut,40.9,39.1,73.5,7.03,Urea,78.3,508.95,Poultry Manure
mungbean,79.7,89.2,13.9,6.66,MOP,57.1,970.7,Farmyard Manure (FYM)
orange,38.3,19.3,46.4,6.41,Urea,100.0,650.0,Vermicompost
chickpea,36.6,41.9,37.4,7.25,Urea,102.7,667.55,Compost + Biofertilizer
kidneybeans,114.5,64.2,0.0,5.96,MOP,80.3,1365.1,Farmyard Manure (FYM)
pigeonpeas,56.0,42.1,47.8,6.53,Urea,68.8,447.2,Poultry Manure
jute,51.0,32.3,85.3,6.53,Urea,74.3,482.95,Neem Cake
blackgram,93.3,44.1,81.9,6.85,DAP,40.3,1088.1,Compost + Biofertilizer
maize,64.4,15.6,22.4,6.78,DAP,111.0,2997.0,Green Manure
lentil,76.1,47.4,55.8,6.35,DAP,35.7,963.9,Poultry Manure
coffee,29.9,24.7,83.7,6.21,Urea,101.9,662.35,Compost + Biofertilizer
mungbean,75.0,45.0,51.0,7.05,DAP,48.9,1320.3,Farmyard Manure (FYM)
chickpea,79.1,53.1,79.2,7.63,DAP,22.9,618.3,Farmyard Manure (FYM)
mango,76.1,65.8,70.5,7.67,NPK 19-19-19,21.1,506.4,Green Manure
mothbeans,26.8,43.4,11.9,5.68,Urea,124.2,807.3,Compost + Biofertilizer
blackgram,107.7,38.8,12.4,6.82,MOP,83.8,1424.6,Compost + Biofertilizer
mungbean,91.9,53.4,51.8,6.84,MOP,23.6,401.2,Farmyard Manure (FYM)
maize,97.8,34.9,24.3,7.66,MOP,63.7,1082.9,Neem Cake
apple,36.2,31.3,50.6,5.71,Urea,93.2,605.8,Farmyard Manure (FYM)
rice,72.7,58.5,44.7,5.72,MOP,38.5,654.5,Farmyard Manure (FYM)
apple,70.4,43.6,17.1,5.24,MOP,71.3,1212.1,Farmyard Manure (FYM)
cotton,56.3,27.2,45.1,7.51,DAP,74.0,1998.0,Compost + Biofertilizer
apple,92.2,71.2,89.5,5.34,NPK 19-19-19,16.0,384.0,Poultry Manure
mothbeans,40.0,44.0,68.1,6.29,Urea,71.1,462.15,Compost + Biofertilizer
papaya,49.8,32.7,51.7,5.69,Urea,75.9,493.35,Neem Cake
coffee,35.7,25.0,35.6,6.91,Urea,118.5,770.25,Compost + Biofertilizer
mango,112.0,43.7,33.8,7.47,MOP,54.1,919.7,Neem Cake
mothbeans,61.5,86.9,72.5,6.53,Urea,36.0,234.0,Farmyard Manure (FYM)
rice,9.9,41.6,65.6,4.96,Urea,100.0,650.0,Poultry Manure
grapes,79.2,50.1,22.8,6.17,MOP,56.1,953.7,Farmyard Manure (FYM)
orange,1.4,59.0,77.6,5.96,Urea,96.9,629.85,Farmyard Manure (FYM)
watermelon,55.3,15.4,62.6,5.38,DAP,83.3,2249.1,Neem Cake
kidneybeans,62.5,74.6,19.0,5.95,MOP,70.7,1201.9,Poultry Manure
apple,67.1,76.4,51.8,6.36,Urea,40.0,260.0,Compost + Biofertilizer
mothbeans,74.9,32.5,60.3,6.49,DAP,54.8,1479.6,Compost + Biofertilizer
pomegranate,86.0,46.2,52.6,6.7,DAP,39.5,1066.5,Green Manure
lentil,67.1,43.6,56.6,8.23,DAP,48.0,1296.0,Compost + Biofertilizer
pigeonpeas,44.6,48.6,44.3,6.38,Urea,90.4,587.6,Neem Cake
watermelon,74.3,69.5,0.0,6.86,MOP,76.2,1295.4,Poultry Manure
papaya,43.3,56.6,70.1,7.08,Urea,54.4,353.6,Vermicompost
rice,33.9,25.7,69.6,7.09,Urea,103.4,672.1,Neem Cake
coconut,89.6,67.9,57.7,6.63,NPK 19-19-19,24.3,583.2,Neem Cake
kidneybeans,86.3,45.5,61.3,5.65,DAP,40.0,1080.0,Vermicompost
chickpea,75.3,51.5,59.9,6.19,DAP,37.2,1004.4,Poultry Manure
blackgram,49.1,37.3,33.5,6.93,Urea,95.5,620.75,Green Manure
blackgram,59.9,9.4,70.5,6.74,DAP,80.6,2176.2,Poultry Manure
mango,81.9,39.4,39.5,6.86,DAP,49.3,1331.1,Vermicompost
kidneybeans,40.2,53.9,59.6,6.3,Urea,68.2,443.3,Farmyard Manure (FYM)
chickpea,68.8,38.5,12.7,8.01,MOP,95.7,1626.9,Neem Cake
blackgram,81.7,82.8,53.8,6.02,MOP,27.9,474.3,Farmyard Manure (FYM)
banana,58.4,61.0,19.1,6.04,MOP,81.2,1380.4,Green Manure
mungbean,78.7,66.5,88.5,5.17,NPK 19-19-19,24.4,585.6,Vermicompost
lentil,41.2,54.3,33.0,5.44,Urea,81.0,526.5,Neem Cake
jute,74.5,82.0,66.3,6.41,Urea,20.3,131.95,Compost + Biofertilizer
pigeonpeas,61.2,32.9,23.8,5.7,MOP,93.1,1582.7,Green Manure
kidneybeans,50.2,2.6,55.6,5.75,DAP,103.1,2783.7,Compost + Biofertilizer
cotton,60.0,25.9,65.2,6.76,DAP,67.2,1814.4,Compost + Biofertilizer
kidneybeans,40.4,34.6,16.2,5.92,MOP,119.0,2023.0,Poultry Manure
apple,59.2,60.7,35.5,7.13,MOP,61.0,1037.0,Farmyard Manure (FYM)
mango,37.7,23.9,96.9,6.84,Urea,83.7,544.05,Farmyard Manure (FYM)
kidneybeans,48.2,67.5,45.6,4.98,Urea,65.9,428.35,Farmyard Manure (FYM)
cotton,65.4,67.2,35.8,7.29,MOP,51.7,878.9,Green Manure
rice,100.2,41.7,18.6,6.8,MOP,71.8,1220.6,Green Manure
pomegranate,82.4,41.1,65.6,6.47,DAP,44.4,1198.8,Green Manure
papaya,13.8,47.3,66.9,7.44,Urea,90.0,585.0,Neem Cake
lentil,68.3,66.0,28.3,7.01,MOP,62.8,1067.6,Vermicompost
rice,65.6,39.1,41.8,7.3,DAP,76.1,2054.7,Green Manure
rice,42.2,34.9,88.3,5.57,Urea,75.8,492.7,Vermicompost
apple,65.9,41.3,56.0,7.72,DAP,56.9,1536.3,Vermicompost
maize,75.9,74.3,14.3,5.65,MOP,65.0,1105.0,Farmyard Manure (FYM)
apple,94.8,24.5,89.2,6.3,DAP,53.8,1452.6,Vermicompost
mothbeans,54.9,44.3,67.1,6.57,Urea,53.0,344.5,Farmyard Manure (FYM)
kidneybeans,103.6,50.6,42.4,5.51,MOP,38.5,654.5,Poultry Manure
coffee,66.0,46.5,65.0,7.27,Urea,43.7,284.05,Compost + Biofertilizer
maize,59.5,77.0,17.4,6.96,MOP,72.4,1230.8,Farmyard Manure (FYM)
grapes,56.2,40.4,5.5,6.41,MOP,107.2,1822.4,Green Manure
orange,47.9,75.8,104.0,7.75,Urea,50.3,326.95,Vermicompost
mungbean,46.2,56.9,22.9,6.73,MOP,91.1,1548.7,Farmyard Manure (FYM)
rice,38.5,55.6,0.0,7.39,MOP,112.6,1914.2,Farmyard Manure (FYM)
kidneybeans,53.6,20.3,52.8,7.01,DAP,83.3,2249.1,Farmyard Manure (FYM)
rice,55.9,29.2,52.6,6.94,DAP,83.1,2243.7,Poultry Manure
watermelon,69.8,56.5,16.9,7.12,MOP,68.4,1162.8,Compost + Biofertilizer
jute,117.1,41.1,45.5,7.04,DAP,47.2,1274.4,Green Manure
pomegranate,89.7,35.6,29.7,6.27,MOP,66.3,1127.1,Vermicompost
orange,0.0,70.1,35.5,5.31,Urea,113.3,736.45,Green Manure
grapes,32.6,32.6,87.4,5.68,Urea,85.5,555.75,Compost + Biofertilizer
grapes,66.4,23.9,70.5,6.13,DAP,67.7,1827.9,Farmyard Manure (FYM)
kidneybeans,49.1,55.3,13.8,6.63,MOP,94.2,1601.4,Poultry Manure
rice,106.7,49.5,53.4,6.0,DAP,37.3,1007.1,Vermicompost
orange,100.6,43.3,42.0,7.0,MOP,54.2,921.4,Vermicompost
lentil,43.9,64.7,36.5,7.54,Urea,72.3,469.95,Vermicompost
rice,53.4,39.4,44.4,6.29,Urea,79.0,513.5,Farmyard Manure (FYM)
chickpea,17.8,50.9,36.8,6.01,Urea,100.1,650.65,Green Manure
mango,46.9,53.6,31.5,5.68,Urea,85.1,553.15,Compost + Biofertilizer
orange,91.2,23.8,41.4,5.61,DAP,70.3,1898.1,Vermicompost
coconut,104.4,45.9,56.5,5.39,DAP,42.3,1142.1,Poultry Manure
mango,52.3,67.1,26.8,5.89,MOP,76.5,1300.5,Farmyard Manure (FYM)
kidneybeans,42.5,35.8,37.1,7.05,Urea,101.0,656.5,Neem Cake
jute,92.1,76.9,46.1,6.83,MOP,40.8,693.6,Neem Cake
papaya,73.8,56.0,60.5,6.38,Urea,34.5,224.25,Vermicompost
pigeonpeas,64.3,47.4,41.6,7.9,MOP,61.0,1037.0,Neem Cake
maize,27.8,11.1,59.1,7.39,Urea,114.6,744.9,Compost + Biofertilizer
mothbeans,46.3,41.6,26.9,5.75,Urea,96.3,625.95,Compost + Biofertilizer
pomegranate,42.0,31.6,22.5,5.76,Urea,113.0,734.5,Compost + Biofertilizer
chickpea,89.6,81.6,28.5,7.99,MOP,40.2,683.4,Poultry Manure
blackgram,46.1,60.1,16.6,6.38,MOP,82.8,1407.6,Green Manure
mothbeans,41.3,32.4,21.1,5.13,MOP,106.2,1805.4,Green Manure
papaya,29.7,33.4,54.1,6.77,Urea,99.3,645.45,Poultry Manure
lentil,89.9,38.6,46.4,6.6,DAP,55.2,1490.4,Farmyard Manure (FYM)
cotton,27.7,50.2,43.9,6.36,Urea,87.1,566.15,Farmyard Manure (FYM)
papaya,69.0,45.5,47.8,5.43,DAP,48.9,1320.3,Poultry Manure
maize,108.8,45.9,43.1,7.22,MOP,40.9,695.3,Compost + Biofertilizer
mango,0.0,48.5,95.8,6.72,Urea,117.2,761.8,Farmyard Manure (FYM)
grapes,68.8,15.4,40.9,5.42,DAP,80.7,2178.9,Poultry Manure
chickpea,56.9,40.3,89.7,6.0,Urea,57.7,375.05,Neem Cake
blackgram,79.5,63.3,57.3,6.17,NPK 10-26-26,21.2,487.6,Green Manure
coffee,16.9,55.3,80.5,6.0,Urea,91.0,591.5,Compost + Biofertilizer
mungbean,58.3,16.0,20.4,6.6,DAP,115.6,3121.2,Farmyard Manure (FYM)
pomegranate,80.0,42.9,41.6,7.4,MOP,49.8,846.6,Neem Cake
papaya,20.8,60.7,34.6,7.14,Urea,93.4,607.1,Neem Cake
blackgram,77.4,53.2,69.0,6.29,DAP,27.0,729.0,Compost + Biofertilizer
coconut,66.0,42.8,61.1,6.79,DAP,48.7,1314.9,Poultry Manure
mango,81.9,52.7,0.0,6.58,MOP,84.4,1434.8,Green Manure
maize,81.1,35.4,37.4,7.12,DAP,56.6,1528.2,Farmyard Manure (FYM)
pigeonpeas,51.4,39.8,19.6,6.12,MOP,103.9,1766.3,Compost + Biofertilizer
blackgram,44.5,68.7,51.0,6.72,Urea,54.8,356.2,Neem Cake
grapes,53.9,24.1,60.3,7.48,DAP,70.3,1898.1,Farmyard Manure (FYM)
grapes,0.0,44.8,38.7,6.25,Urea,127.8,830.7,Vermicompost
watermelon,77.0,44.2,69.5,6.58,DAP,35.3,953.1,Neem Cake
kidneybeans,72.4,45.8,56.3,6.09,DAP,45.7,1233.9,Green Manure
banana,46.4,17.4,41.6,6.05,DAP,106.5,2875.5,Poultry Manure
muskmelon,79.3,51.2,42.0,6.66,MOP,52.5,892.5,Vermicompost
pigeonpeas,44.6,30.5,67.2,5.99,Urea,83.6,543.4,Farmyard Manure (FYM)
kidneybeans,17.0,95.4,45.9,5.78,Urea,91.5,594.75,Farmyard Manure (FYM)
banana,61.1,50.7,5.4,6.01,MOP,95.3,1620.1,Compost + Biofertilizer
mungbean,41.3,71.0,63.2,7.25,Urea,56.4,366.6,Compost + Biofertilizer
cotton,65.3,54.9,51.0,6.65,Urea,49.1,319.15,Compost + Biofertilizer
coffee,59.2,67.3,32.0,6.43,MOP,65.1,1106.7,Neem Cake
jute,49.8,42.6,49.4,5.75,Urea,73.8,479.7,Poultry Manure
mungbean,54.0,90.6,53.8,6.9,Urea,53.2,345.8,Poultry Manure
blackgram,25.8,48.8,31.3,5.65,Urea,98.7,641.55,Compost + Biofertilizer
kidneybeans,44.3,54.7,14.6,7.15,MOP,92.1,1565.7,Farmyard Manure (FYM)
papaya,33.6,52.5,19.6,5.41,Urea,96.9,629.85,Neem Cake
pomegranate,102.5,36.8,42.0,6.05,DAP,57.3,1547.1,Vermicompost
blackgram,57.7,51.7,30.2,5.6,MOP,63.7,1082.9,Farmyard Manure (FYM)
pomegranate,69.7,62.6,52.3,6.58,Urea,43.7,284.05,Compost + Biofertilizer
mungbean,59.9,83.0,47.2,7.49,Urea,55.7,362.05,Green Manure
mungbean,72.4,27.6,35.3,6.51,DAP,84.4,2278.8,Vermicompost
coconut,25.1,27.9,77.8,5.74,Urea,97.6,634.4,Poultry Manure
kidneybeans,62.9,56.7,51.7,6.25,Urea,48.3,313.95,Neem Cake
cotton,63.3,57.8,31.7,6.5,MOP,59.4,1009.8,Neem Cake
orange,53.7,12.6,82.5,6.52,DAP,90.9,2454.3,Poultry Manure
cotton,55.0,44.4,11.4,6.53,MOP,99.0,1683.0,Farmyard Manure (FYM)
jute,60.0,56.6,56.5,6.44,Urea,50.5,328.25,Neem Cake
pomegranate,39.8,36.2,35.5,6.65,Urea,103.6,673.4,Green Manure
rice,67.1,65.3,46.5,7.46,MOP,42.6,724.2,Farmyard Manure (FYM)
coffee,95.5,22.5,73.9,6.64,DAP,53.6,1447.2,Vermicompost
mothbeans,35.7,74.0,14.0,6.88,MOP,89.1,1514.7,Compost + Biofertilizer
papaya,90.8,54.4,32.9,5.19,MOP,48.9,831.3,Compost + Biofertilizer
muskmelon,72.8,37.8,49.1,6.61,DAP,63.3,1709.1,Farmyard Manure (FYM)
coffee,72.7,71.0,65.9,6.21,Urea,25.6,166.4,Green Manure
coconut,36.7,56.2,82.0,5.16,Urea,64.3,417.95,Neem Cake
blackgram,68.4,26.6,29.3,5.97,DAP,90.4,2440.8,Green Manure
pigeonpeas,16.3,37.3,41.6,6.96,Urea,123.2,800.8,Farmyard Manure (FYM)
pigeonpeas,18.8,32.3,35.9,6.84,Urea,117.9,766.35,Neem Cake
grapes,133.7,43.3,76.4,6.3,DAP,38.2,1031.4,Neem Cake
pigeonpeas,65.7,52.7,52.5,6.58,Urea,45.6,296.4,Compost + Biofertilizer
papaya,45.0,12.9,51.1,6.38,DAP,91.8,2478.6,Compost + Biofertilizer
coffee,51.5,50.8,51.9,6.37,Urea,73.3,476.45,Poultry Manure
kidneybeans,42.5,40.1,45.7,6.84,Urea,89.2,579.8,Neem Cake
chickpea,80.8,44.2,60.2,6.14,DAP,37.3,1007.1,Green Manure
orange,52.3,31.2,42.8,6.54,DAP,87.8,2370.6,Poultry Manure
muskmelon,19.4,8.2,37.1,6.76,Urea,138.4,899.6,Vermicompost
jute,76.1,43.8,0.0,7.21,MOP,92.5,1572.5,Neem Cake
watermelon,94.6,52.7,55.3,7.59,DAP,33.8,912.6,Compost + Biofertilizer
papaya,70.2,62.2,71.8,6.76,Urea,37.4,243.1,Neem Cake
banana,96.5,62.1,32.3,6.82,MOP,46.0,782.0,Neem Cake
coffee,68.0,72.8,58.5,6.66,Urea,28.4,184.6,Farmyard Manure (FYM)
kidneybeans,94.9,61.9,46.5,5.79,MOP,38.1,647.7,Poultry Manure
