farmer_id,state,crop,season,land_size_acres,experience_years,irrigation_type,yield_quintal_per_acre,market_price_per_quintal,estimated_revenue_inr
F05056,Karnataka,mungbean,Rabi,1.13,11,Canal,7.83,2576.96,22800.68
F00469,Karnataka,kidneybeans,Zaid,6.46,15,Canal,26.86,1786.31,309952.65
F03430,Maharashtra,banana,Rabi,1.41,12,Rain-fed,16.9,2581.76,61520.76
F01617,Tamil Nadu,mungbean,Zaid,4.45,11,Borewell,30.52,1269.97,172479.71
F02096,Bihar,orange,Kharif,6.95,4,Borewell,19.11,2857.12,379466.96
F04875,Gujarat,coconut,Zaid,2.96,5,Rain-fed,17.11,2208.08,111829.54
F01269,West Bengal,pigeonpeas,Zaid,6.72,26,Sprinkler,11.31,1939.32,147394.53
F02005,West Bengal,papaya,Kharif,1.71,29,Rain-fed,15.42,2493.44,65747.52
F03397,Rajasthan,mungbean,Kharif,4.46,14,Sprinkler,18.31,602.65,49213.97
F00712,West Bengal,banana,Kharif,2.0,13,Drip,17.29,3265.79,112931.02
F02234,Gujarat,grapes,Rabi,2.2,15,Sprinkler,22.87,2359.14,118697.77
F03361,Andhra Pradesh,banana,Kharif,4.21,24,Drip,14.73,2938.24,182209.96
F03847,Madhya Pradesh,papaya,Zaid,1.4,24,Drip,22.19,1985.0,61666.01
F04461,Tamil Nadu,banana,Rabi,5.7,13,Canal,29.54,1839.12,309667.35
F02459,Gujarat,maize,Zaid,2.96,16,Drip,18.62,2402.18,132396.63
F02407,Punjab,muskmelon,Kharif,3.64,12,Canal,17.88,2074.82,135035.93
F00587,Bihar,rice,Kharif,0.43,23,Canal,20.55,3229.86,28540.66
F00229,Gujarat,chickpea,Rabi,0.68,17,Rain-fed,17.13,2037.93,23738.62
F00466,Rajasthan,orange,Rabi,0.58,3,Canal,28.73,2162.19,36029.44
F04591,Punjab,pomegranate,Zaid,4.3,10,Borewell,23.0,2444.68,241778.85
F01651,Gujarat,watermelon,Kharif,1.44,12,Sprinkler,5.25,2589.94,19579.95
F01339,Rajasthan,maize,Zaid,2.32,1,Borewell,18.64,3022.87,130723.41
F03324,Haryana,coconut,Zaid,4.09,34,Canal,14.66,2441.64,146399.27
F01542,Haryana,grapes,Rabi,1.3,9,Drip,22.36,1369.34,39803.98
F02136,Tamil Nadu,grapes,Kharif,9.11,0,Drip,11.07,1082.9,109207.97
F04690,Maharashtra,pomegranate,Zaid,2.03,7,Canal,15.82,2040.15,65518.6
F00249,Andhra Pradesh,chickpea,Kharif,7.72,25,Rain-fed,15.07,2577.26,299839.46
F03801,Madhya Pradesh,banana,Zaid,5.32,15,Sprinkler,26.25,1387.84,193811.86
F00539,Tamil Nadu,kidneybeans,Zaid,0.84,13,Drip,15.08,1986.1,25158.33
F03683,Madhya Pradesh,papaya,Zaid,2.14,16,Drip,8.37,4246.27,76058.34
F03505,Punjab,rice,Rabi,2.48,6,Canal,21.04,2120.99,110671.56
F03401,Uttar Pradesh,grapes,Rabi,3.45,21,Canal,18.34,2883.14,182424.92
F01925,Gujarat,maize,Kharif,0.54,18,Sprinkler,12.37,2805.76,18741.92
F01834,Bihar,mango,Rabi,5.68,0,Borewell,18.48,3187.24,334553.11
F03937,Tamil Nadu,kidneybeans,Zaid,3.24,12,Sprinkler,11.19,2375.58,86128.08
F03519,Haryana,pomegranate,Rabi,0.28,22,Borewell,24.86,3575.19,24886.18
F03788,Uttar Pradesh,muskmelon,Zaid,2.91,17,Rain-fed,9.94,2916.25,84353.7
F03705,Madhya Pradesh,maize,Zaid,2.1,24,Sprinkler,13.51,1227.66,34829.94
F04839,Uttar Pradesh,pomegranate,Zaid,1.28,12,Borewell,23.2,2624.05,77923.79
F02643,Tamil Nadu,grapes,Kharif,0.25,11,Sprinkler,13.9,2725.58,9471.39
F02285,Bihar,mango,Zaid,3.35,7,Rain-fed,16.75,515.62,28932.73
F02452,Punjab,banana,Rabi,0.83,23,Drip,12.1,4382.8,44016.46
F02168,Bihar,coffee,Kharif,3.17,13,Borewell,15.19,673.68,32439.24
F05124,Tamil Nadu,mango,Zaid,2.5,23,Borewell,21.07,1577.78,83109.56
F01731,Maharashtra,kidneybeans,Zaid,2.27,11,Rain-fed,5.94,2464.33,33228.53
F03322,Gujarat,banana,Zaid,2.49,14,Canal,14.19,2074.36,73293.57
F03269,Gujarat,lentil,Zaid,2.19,10,Canal,21.17,2218.3,102845.49
F01035,West Bengal,pigeonpeas,Rabi,1.15,26,Rain-fed,25.44,1572.22,45996.87
F00089,Bihar,mungbean,Kharif,0.31,13,Borewell,27.39,1398.42,11873.84
F04177,Maharashtra,mungbean,Kharif,0.85,5,Rain-fed,11.72,529.16,5271.49
F00654,Maharashtra,mothbeans,Rabi,2.01,24,Canal,16.91,2936.21,99799.14
F03897,Punjab,lentil,Rabi,0.41,11,Drip,17.22,2526.32,17836.32
F00498,Gujarat,mango,Kharif,3.18,13,Rain-fed,20.04,2996.68,190970.03
F04805,Karnataka,mango,Kharif,2.69,14,Sprinkler,9.77,1691.69,44459.81
F03144,Maharashtra,pigeonpeas,Rabi,2.02,21,Sprinkler,8.24,1524.51,25375.16
F04077,Rajasthan,chickpea,Rabi,2.69,4,Drip,18.05,758.56,36831.5
F03177,Haryana,blackgram,Rabi,2.85,14,Canal,20.34,3142.97,182194.83
F02975,Punjab,mungbean,Zaid,1.41,12,Sprinkler,36.78,1879.51,97471.01
F01169,Karnataka,apple,Zaid,0.93,14,Rain-fed,13.78,1425.22,18264.76
F00145,Karnataka,apple,Zaid,3.62,13,Canal,8.22,3457.73,102889.6
F02601,Tamil Nadu,orange,Rabi,0.76,18,Canal,7.17,2200.94,11993.36
F00316,Maharashtra,coconut,Rabi,3.44,7,Borewell,23.91,2160.62,177711.86
F03259,Gujarat,coconut,Rabi,1.7,18,Sprinkler,31.59,2326.01,124913.72
F00554,West Bengal,rice,Rabi,2.24,7,Borewell,17.57,2069.66,81455.19
F03451,Punjab,lentil,Rabi,9.12,0,Drip,17.65,1827.75,294209.26
F00472,Tamil Nadu,jute,Rabi,1.56,0,Rain-fed,17.62,1633.99,44913.81
F01056,Uttar Pradesh,banana,Kharif,1.4,13,Drip,7.73,2465.04,26676.66
F01836,West Bengal,kidneybeans,Zaid,1.29,13,Rain-fed,19.07,500.0,12300.15
F04420,Haryana,papaya,Rabi,5.87,19,Canal,7.85,2017.2,92951.57
F00706,Haryana,chickpea,Kharif,3.63,22,Drip,36.07,2332.4,305390.69
F04379,Maharashtra,orange,Rabi,0.58,6,Rain-fed,15.53,2751.2,24781.16
F01145,Bihar,watermelon,Kharif,3.07,9,Drip,13.34,891.07,36492.7
F01783,Gujarat,mango,Kharif,1.88,22,Sprinkler,18.73,671.84,23657.1
F03693,Uttar Pradesh,maize,Zaid,7.95,9,Drip,23.84,2769.0,524803.03
F04303,Andhra Pradesh,apple,Rabi,1.27,10,Drip,20.32,1834.22,47334.62
F03946,Gujarat,mothbeans,Zaid,8.39,14,Rain-fed,8.4,2029.99,143065.58
F02414,Karnataka,blackgram,Rabi,1.13,19,Sprinkler,17.21,694.3,13502.26
F01435,Punjab,mothbeans,Zaid,1.35,20,Canal,22.02,1629.2,48431.23
F05085,Bihar,blackgram,Kharif,2.61,10,Sprinkler,19.7,3235.66,166367.93
F03226,Gujarat,pigeonpeas,Rabi,2.37,1,Sprinkler,21.95,1826.78,95031.84
F04423,Tamil Nadu,chickpea,Kharif,4.56,24,Canal,17.54,2700.6,216000.47
F04624,Maharashtra,mango,Kharif,2.3,0,Drip,29.9,3318.97,228245.57
F00766,Maharashtra,jute,Kharif,1.57,8,Canal,18.64,1909.96,55894.6
F00101,Madhya Pradesh,pigeonpeas,Rabi,3.0,0,Borewell,12.88,2774.01,107187.75
F03046,Haryana,watermelon,Rabi,4.12,4,Drip,16.88,1419.78,98739.45
F00832,Andhra Pradesh,mango,Kharif,3.42,15,Canal,14.03,2944.6,141289.56
F02267,Punjab,cotton,Rabi,0.96,13,Canal,15.04,3422.36,49413.4
F01264,Andhra Pradesh,jute,Zaid,0.91,19,Rain-fed,12.95,2110.28,24868.59
F03382,West Bengal,coconut,Rabi,5.94,12,Canal,19.69,1942.97,227247.05
F04859,West Bengal,orange,Kharif,3.93,13,Canal,22.89,1735.84,156152.17
F03376,Maharashtra,maize,Zaid,6.0,12,Rain-fed,15.34,2203.42,202802.78
F02576,Uttar Pradesh,papaya,Kharif,0.66,0,Drip,10.52,1198.46,8321.15
F00849,West Bengal,coffee,Rabi,2.79,14,Drip,15.06,2711.54,113931.86
F03425,Haryana,lentil,Zaid,1.81,17,Sprinkler,24.9,2954.94,133176.19
F03863,Haryana,pomegranate,Kharif,6.22,0,Sprinkler,22.48,1499.11,209613.96
F01698,Madhya Pradesh,muskmelon,Kharif,3.12,5,Borewell,9.83,1472.45,45159.45
F02556,Punjab,pigeonpeas,Rabi,1.71,2,Rain-fed,16.46,500.0,14073.3
F00110,Uttar Pradesh,apple,Kharif,3.55,12,Borewell,16.65,2179.97,128852.58
F03086,Madhya Pradesh,maize,Rabi,5.07,1,Canal,20.39,2951.69,305137.74
F02043,Punjab,cotton,Rabi,3.99,11,Canal,10.35,3383.37,139721.34
F03559,Rajasthan,apple,Zaid,4.65,23,Drip,21.31,2318.04,229698.06
F04765,West Bengal,cotton,Rabi,0.54,21,Drip,20.4,1831.76,20178.67
F03878,Maharashtra,watermelon,Zaid,0.34,12,Rain-fed,20.11,1386.67,9481.22
F03587,Punjab,apple,Rabi,0.74,27,Borewell,7.83,1855.87,10753.28
F04854,Gujarat,coffee,Zaid,4.98,0,Canal,18.45,2723.08,250199.31
F01789,Punjab,papaya,Zaid,2.13,0,Canal,21.57,2085.25,95804.93
F03866,Maharashtra,blackgram,Kharif,5.35,12,Borewell,11.68,2765.03,172781.19
F00916,West Bengal,mango,Kharif,1.67,0,Sprinkler,14.47,3178.71,76813.21
F04966,Karnataka,grapes,Zaid,2.46,18,Canal,15.47,1106.06,42092.44
F01428,Rajasthan,coffee,Rabi,2.73,11,Canal,20.74,2431.54,137674.28
F00878,Karnataka,grapes,Zaid,1.65,14,Canal,16.67,2435.55,66991.02
F00394,Uttar Pradesh,maize,Kharif,0.43,16,Borewell,17.35,2640.68,19700.79
F01433,Tamil Nadu,kidneybeans,Zaid,1.27,0,Rain-fed,13.89,1057.57,18655.85
F02119,Maharashtra,papaya,Kharif,3.67,16,Sprinkler,17.39,1745.64,111409.01
F04689,Rajasthan,jute,Zaid,1.14,19,Drip,13.02,1641.46,24363.86
F01048,Punjab,muskmelon,Kharif,1.32,17,Sprinkler,15.31,2112.46,42691.13
F04241,Haryana,grapes,Zaid,4.0,21,Borewell,28.37,3178.19,360661.0
F01695,Uttar Pradesh,banana,Zaid,4.66,38,Canal,21.81,2197.73,223365.41
F03821,Rajasthan,watermelon,Kharif,1.7,12,Canal,21.92,2681.1,99908.51
F02592,Gujarat,blackgram,Zaid,2.44,13,Borewell,20.03,1921.86,93927.45
F00764,West Bengal,coffee,Zaid,3.01,10,Canal,21.06,2392.66,151672.15
F05039,Rajasthan,apple,Rabi,4.87,8,Drip,26.02,1901.98,241013.96
F03335,Karnataka,rice,Rabi,4.22,12,Borewell,25.15,2019.54,214339.84
F04914,West Bengal,orange,Zaid,1.91,12,Rain-fed,17.89,2050.88,70078.36
F02315,Haryana,jute,Zaid,1.85,27,Drip,16.06,2978.39,88490.95
F03136,Rajasthan,mothbeans,Kharif,1.46,8,Rain-fed,7.29,2521.14,26833.5
F00298,Tamil Nadu,pigeonpeas,Rabi,0.96,2,Drip,17.43,1837.91,30753.38
F01225,Madhya Pradesh,pomegranate,Kharif,1.62,15,Sprinkler,18.89,1731.85,52997.73
F02187,Bihar,mango,Rabi,1.6,10,Borewell,18.85,2540.5,76621.48
F00506,Gujarat,mango,Zaid,0.82,16,Rain-fed,22.84,1986.4,37202.89
F00965,Rajasthan,grapes,Kharif,4.49,11,Canal,22.89,1859.66,191128.6
F00309,Bihar,papaya,Kharif,2.33,27,Drip,16.52,3224.62,124120.78
F00231,Andhra Pradesh,blackgram,Kharif,5.24,21,Sprinkler,9.13,1696.23,81149.68
F03660,Bihar,chickpea,Zaid,3.65,0,Canal,16.22,2668.18,157964.26
F04571,Maharashtra,cotton,Zaid,1.83,6,Canal,18.21,2619.66,87298.34
F00894,Punjab,lentil,Rabi,1.86,14,Drip,9.5,2202.14,38911.81
F00502,Gujarat,jute,Zaid,3.16,15,Borewell,14.2,3351.75,150399.73
F02835,Haryana,coconut,Kharif,5.67,12,Rain-fed,16.36,2967.63,275280.92
F02916,Bihar,muskmelon,Kharif,4.48,19,Canal,7.79,2630.72,91810.02
F01030,Rajasthan,coffee,Rabi,1.28,16,Canal,22.24,3718.12,105844.47
F03977,Punjab,papaya,Rabi,1.71,14,Rain-fed,12.46,2849.64,60716.14
F01670,Uttar Pradesh,cotton,Zaid,0.56,21,Borewell,17.74,2985.72,29661.34
F01515,Gujarat,chickpea,Zaid,4.56,6,Borewell,15.32,3271.86,228569.52
F05157,West Bengal,grapes,Rabi,2.71,9,Sprinkler,20.21,1551.54,84976.45
F02903,Punjab,chickpea,Kharif,3.65,27,Borewell,18.74,2469.28,168901.22
F04281,West Bengal,mango,Rabi,1.44,3,Sprinkler,22.64,2652.65,86480.63
F00492,Andhra Pradesh,maize,Rabi,1.61,20,Canal,14.35,1686.64,38967.29
F03807,Gujarat,jute,Rabi,1.96,5,Canal,16.9,2345.01,77676.11
F02331,Bihar,lentil,Zaid,4.08,17,Rain-fed,18.18,1606.25,119142.63
F00419,West Bengal,lentil,Rabi,1.72,12,Sprinkler,25.8,2545.34,112952.01
F03558,Maharashtra,orange,Kharif,1.07,6,Drip,11.65,1492.25,18601.64
F03888,Bihar,watermelon,Kharif,2.44,11,Sprinkler,9.6,1461.87,34242.84
F02016,Bihar,apple,Kharif,6.86,6,Rain-fed,28.57,2163.76,424075.76
F03036,Karnataka,mango,Kharif,1.08,5,Drip,16.46,2904.63,51635.03
F04260,Gujarat,lentil,Kharif,2.17,16,Canal,21.87,2812.23,133462.53
F02922,Maharashtra,orange,Rabi,6.51,21,Rain-fed,15.59,967.01,98142.72
F02992,Haryana,chickpea,Rabi,0.6,7,Borewell,19.22,1535.26,17704.62
F03862,Tamil Nadu,coffee,Rabi,1.5,4,Sprinkler,17.14,1542.72,39663.33
F01671,Rajasthan,coffee,Rabi,3.58,2,Sprinkler,6.74,2189.6,52833.3
F00978,Maharashtra,coconut,Kharif,5.29,13,Sprinkler,13.91,2666.38,196202.64
F04359,Tamil Nadu,chickpea,Rabi,3.41,13,Sprinkler,6.37,1240.51,26945.99
F02604,Karnataka,rice,Kharif,1.74,7,Drip,20.31,1433.85,50671.4
F00556,Gujarat,blackgram,Rabi,6.08,5,Sprinkler,9.91,981.0,59108.0
F01492,Punjab,grapes,Kharif,6.28,1,Sprinkler,10.96,2526.5,173895.96
F03008,Gujarat,mungbean,Zaid,9.39,8,Canal,17.08,861.19,138118.69
F00743,Uttar Pradesh,muskmelon,Zaid,2.57,16,Sprinkler,18.74,1061.95,51145.42
F00439,Gujarat,coconut,Zaid,6.08,24,Canal,24.55,1596.07,238235.79
F03035,Madhya Pradesh,blackgram,Rabi,6.88,2,Borewell,16.08,3615.55,399989.74
F01871,Uttar Pradesh,apple,Zaid,5.06,22,Rain-fed,17.83,2606.26,235136.26
F01102,Andhra Pradesh,grapes,Kharif,2.87,12,Borewell,14.42,1497.43,61971.74
F04100,Rajasthan,coconut,Rabi,0.25,14,Rain-fed,12.71,2175.44,6912.46
F00684,Punjab,grapes,Zaid,1.35,0,Rain-fed,23.05,1905.09,59281.64
F03711,Karnataka,kidneybeans,Zaid,1.14,10,Rain-fed,14.29,500.0,8145.3
F01891,Rajasthan,blackgram,Kharif,0.97,2,Borewell,19.58,1600.5,30397.66
F04184,Punjab,watermelon,Kharif,1.04,6,Sprinkler,23.17,992.22,23909.33
F04964,Karnataka,pigeonpeas,Zaid,0.25,11,Canal,19.11,2006.36,9585.38
F03563,Punjab,lentil,Zaid,1.8,18,Drip,2.0,1795.83,6464.99
F00150,Haryana,muskmelon,Rabi,4.98,6,Sprinkler,14.32,2316.25,165180.13
F00578,Tamil Nadu,apple,Rabi,1.31,12,Sprinkler,9.97,2142.31,27980.07
F02772,West Bengal,orange,Rabi,2.2,20,Sprinkler,24.77,1881.22,102515.2
F00732,Bihar,orange,Kharif,0.25,8,Drip,22.17,1919.57,10639.22
F04393,Maharashtra,maize,Rabi,2.85,17,Rain-fed,16.81,1738.87,83306.65
F01211,Uttar Pradesh,kidneybeans,Kharif,5.66,23,Borewell,18.17,3330.87,342554.0
F03950,West Bengal,mungbean,Zaid,1.75,5,Drip,13.23,2444.68,56600.45
F00438,Haryana,banana,Rabi,7.39,22,Borewell,30.39,2528.42,567837.87
F03922,Gujarat,banana,Kharif,1.68,27,Drip,12.58,1612.42,34077.53
F01130,Punjab,coconut,Rabi,1.29,17,Sprinkler,17.2,4053.57,89940.61
F02410,Bihar,pomegranate,Kharif,6.2,18,Rain-fed,18.65,2248.15,259953.58
F00799,Tamil Nadu,muskmelon,Zaid,3.73,22,Rain-fed,19.34,921.12,66447.94
F03940,Uttar Pradesh,coffee,Kharif,2.49,10,Borewell,20.23,3280.37,165241.09
F02953,Rajasthan,jute,Kharif,1.29,4,Sprinkler,22.33,1819.86,52422.34
F03143,Tamil Nadu,rice,Zaid,2.2,24,Drip,10.18,1749.11,39173.07
F00013,Bihar,watermelon,Rabi,10.15,15,Canal,14.48,1663.58,244499.68
F00094,West Bengal,blackgram,Rabi,3.41,0,Sprinkler,24.78,2280.55,192706.02
F03537,Bihar,mango,Kharif,1.64,6,Sprinkler,19.56,2194.9,70408.88
F02147,Gujarat,mothbeans,Zaid,2.93,11,Canal,5.76,2473.45,41743.92
F02945,Haryana,muskmelon,Kharif,8.78,13,Sprinkler,5.6,2508.2,123323.18
F04011,Gujarat,apple,Kharif,3.21,14,Rain-fed,6.7,2425.73,52170.18
F05176,Tamil Nadu,chickpea,Zaid,2.18,11,Drip,15.12,2999.41,98865.35
F01579,Rajasthan,coffee,Zaid,0.63,27,Canal,25.24,2075.96,33010.26
F01074,Andhra Pradesh,chickpea,Rabi,3.83,0,Drip,13.99,1296.01,69442.42
F00795,Uttar Pradesh,kidneybeans,Rabi,0.7,4,Drip,23.15,1000.75,16217.15
F02145,Maharashtra,cotton,Kharif,4.24,0,Borewell,21.66,1796.25,164964.73
F02421,Madhya Pradesh,grapes,Zaid,4.55,21,Borewell,19.51,2386.37,211839.26
F03292,Bihar,jute,Zaid,2.81,18,Borewell,13.78,2961.69,114681.97
F01021,Bihar,pomegranate,Kharif,0.49,5,Sprinkler,25.25,1921.14,23769.3
F02733,Karnataka,rice,Zaid,0.9,12,Drip,21.91,1946.43,38381.65
F03989,Bihar,mungbean,Zaid,0.84,17,Sprinkler,6.75,2123.81,12042.0
F00417,Maharashtra,mango,Kharif,2.16,0,Drip,15.98,1302.09,44943.98
F04541,Punjab,maize,Zaid,2.0,29,Sprinkler,15.71,1333.39,41895.11
F01438,West Bengal,mothbeans,Kharif,2.09,21,Borewell,13.25,2180.24,60376.3
F01174,Gujarat,mango,Zaid,1.16,0,Rain-fed,8.57,2254.3,22410.45
F04481,Punjab,chickpea,Kharif,1.26,3,Canal,30.19,2398.12,91223.05
F00430,Bihar,mothbeans,Zaid,9.3,27,Canal,9.32,2424.01,210103.49
F03684,Andhra Pradesh,grapes,Zaid,6.63,19,Drip,10.15,2388.16,160710.03
F02183,Gujarat,chickpea,Kharif,2.62,30,Sprinkler,17.21,3333.5,150308.18
F01500,Tamil Nadu,maize,Zaid,2.75,11,Rain-fed,15.64,3544.85,152464.0
F01906,Haryana,mungbean,Zaid,0.94,15,Drip,24.1,1925.23,43614.16
F03201,Uttar Pradesh,lentil,Rabi,3.98,18,Rain-fed,23.26,2884.19,267003.31
F04012,Andhra Pradesh,watermelon,Rabi,1.69,9,Rain-fed,11.61,3044.4,59733.87
F02472,Uttar Pradesh,rice,Rabi,1.86,6,Borewell,14.77,1106.77,30405.41
F04893,Karnataka,mungbean,Kharif,1.12,14,Rain-fed,21.17,2158.26,51173.21
F00734,Gujarat,banana,Kharif,2.38,29,Sprinkler,13.73,2247.79,73451.93
F02681,Uttar Pradesh,pigeonpeas,Rabi,1.0,4,Canal,25.53,1245.55,31798.89
F01860,Punjab,chickpea,Rabi,6.5,9,Borewell,16.48,2574.78,275810.43
F03456,Rajasthan,pigeonpeas,Kharif,5.52,22,Sprinkler,29.25,1905.77,307705.62
F03869,Rajasthan,apple,Zaid,4.3,15,Canal,13.2,2188.79,124235.72
F04883,Uttar Pradesh,apple,Zaid,5.06,3,Sprinkler,24.2,2674.12,327451.34
F01262,Rajasthan,orange,Zaid,3.08,9,Canal,22.68,1685.57,117744.48
F00288,Punjab,cotton,Rabi,0.8,4,Drip,16.26,1774.31,23080.22
F04373,Gujarat,mango,Zaid,11.28,24,Rain-fed,22.51,1853.39,470599.44
F04449,Bihar,banana,Rabi,3.55,28,Drip,25.99,2611.95,240990.26
F01644,West Bengal,orange,Rabi,3.98,12,Canal,9.7,2819.59,108853.09
F01198,Karnataka,mothbeans,Kharif,3.95,23,Borewell,29.37,964.59,111903.53
F05058,West Bengal,coffee,Kharif,3.03,13,Drip,22.8,2345.18,162014.42
F03911,Gujarat,papaya,Kharif,2.91,15,Sprinkler,2.0,1495.87,8705.96
F01673,Bihar,kidneybeans,Zaid,2.06,11,Canal,14.37,1865.74,55230.01
F03079,Madhya Pradesh,papaya,Kharif,2.39,22,Canal,15.21,1968.55,71560.53
F04899,Haryana,coconut,Kharif,1.69,10,Rain-fed,23.9,793.55,32052.28
F03359,Maharashtra,cotton,Rabi,0.89,9,Sprinkler,14.0,2719.99,33891.08
F00843,Andhra Pradesh,orange,Kharif,3.15,20,Rain-fed,13.23,1914.05,79767.08
F02276,Uttar Pradesh,mungbean,Rabi,2.97,7,Rain-fed,14.4,1809.61,77393.4
F03154,West Bengal,blackgram,Rabi,4.22,0,Borewell,11.12,1152.81,54097.22
F00719,Karnataka,pomegranate,Zaid,7.06,11,Borewell,15.67,1971.79,218139.52
F02329,Maharashtra,chickpea,Zaid,2.14,18,Drip,12.81,1787.6,49004.19
F03014,Madhya Pradesh,pigeonpeas,Rabi,4.59,0,Rain-fed,28.75,1078.48,142318.92
F03936,Uttar Pradesh,apple,Rabi,1.1,22,Rain-fed,22.43,1501.89,37056.13
F02526,Punjab,chickpea,Kharif,2.84,19,Borewell,27.83,1575.03,124485.96
F04928,West Bengal,blackgram,Kharif,3.29,24,Rain-fed,20.93,3136.32,215966.05
F01781,Haryana,pigeonpeas,Zaid,5.57,19,Rain-fed,14.82,2883.15,237996.54
F02635,Gujarat,coffee,Rabi,0.93,9,Canal,27.92,1877.77,48757.42
F03408,Rajasthan,blackgram,Rabi,5.99,11,Borewell,14.37,2283.49,196554.37
F02715,Karnataka,pigeonpeas,Kharif,5.71,10,Drip,14.66,2451.25,205190.71
F04563,Uttar Pradesh,blackgram,Zaid,8.38,26,Borewell,17.44,2331.25,340705.66
F02860,Gujarat,blackgram,Zaid,3.25,3,Drip,23.78,1513.28,116953.84
F01546,Tamil Nadu,grapes,Rabi,4.1,0,Sprinkler,26.67,2664.69,291375.86
F04451,Maharashtra,banana,Zaid,10.41,14,Canal,24.38,2066.39,524441.1
F03255,Rajasthan,rice,Zaid,2.94,12,Rain-fed,19.09,3306.67,185585.53
F01282,West Bengal,coffee,Zaid,4.14,16,Canal,25.69,2542.77,270440.37
F00415,Andhra Pradesh,blackgram,Zaid,5.27,17,Rain-fed,24.46,2182.63,281350.17
F02874,Haryana,orange,Zaid,4.13,16,Borewell,31.44,1856.57,241070.42
F02615,Karnataka,muskmelon,Kharif,0.63,30,Sprinkler,18.36,2464.54,28506.84
F02863,Tamil Nadu,muskmelon,Kharif,5.63,1,Sprinkler,16.71,2340.2,220159.7
F05076,Tamil Nadu,pomegranate,Zaid,0.68,0,Drip,16.07,1330.45,14538.63
F03099,Maharashtra,papaya,Kharif,1.76,15,Sprinkler,19.2,2963.03,100126.71
F04688,Karnataka,banana,Kharif,2.39,20,Borewell,21.02,2933.99,147397.2
F00253,Haryana,orange,Rabi,2.0,12,Canal,15.75,1751.1,55159.65
F03492,Bihar,rice,Zaid,1.63,25,Canal,18.9,2041.76,62900.5
F00351,Bihar,cotton,Kharif,4.23,0,Sprinkler,12.25,2045.82,106009.28
F03577,Rajasthan,lentil,Zaid,4.27,13,Rain-fed,5.43,1522.34,35297.13
F04126,Maharashtra,rice,Zaid,3.72,15,Drip,25.18,1650.41,154593.24
F00458,Uttar Pradesh,coconut,Kharif,3.85,21,Drip,15.67,2182.48,131667.93
F02532,Tamil Nadu,papaya,Rabi,0.73,8,Sprinkler,21.87,2044.59,32642.08
F04547,Rajasthan,cotton,Kharif,1.46,18,Rain-fed,25.23,2324.02,85607.14
F00091,Andhra Pradesh,maize,Rabi,4.88,3,Canal,22.16,2204.05,238347.73
F03228,Punjab,mango,Rabi,2.28,18,Borewell,10.24,3104.16,72473.44
F03310,West Bengal,mothbeans,Zaid,3.25,2,Drip,25.22,2056.53,168563.48
F00027,Andhra Pradesh,kidneybeans,Zaid,3.33,8,Sprinkler,11.11,1767.31,65383.93
F02438,Maharashtra,chickpea,Rabi,0.73,17,Drip,15.14,2366.5,26155.03
F00182,Andhra Pradesh,pomegranate,Rabi,1.89,0,Borewell,24.82,781.88,36677.83
F01406,Maharashtra,apple,Kharif,0.46,17,Sprinkler,25.06,1659.84,19133.97
F01774,Bihar,kidneybeans,Kharif,4.07,6,Sprinkler,14.05,1888.87,108012.2
F01958,Punjab,mango,Zaid,0.6,9,Drip,10.13,2337.94,14210.0
F01075,Bihar,mungbean,Kharif,2.82,10,Sprinkler,9.71,3050.22,83521.73
F03545,Haryana,mango,Rabi,2.98,18,Canal,17.44,1278.76,66458.69
F03049,Punjab,watermelon,Zaid,5.26,22,Rain-fed,22.63,2364.66,281474.47
F00897,Bihar,orange,Zaid,2.81,16,Drip,35.16,2596.88,256570.71
F04349,Punjab,banana,Kharif,2.52,7,Drip,21.13,2211.69,117767.18
F01003,Haryana,mango,Zaid,3.95,21,Canal,17.18,2936.2,199253.47
F04485,Gujarat,mango,Rabi,1.9,19,Sprinkler,9.19,2679.6,46788.5
F02722,Tamil Nadu,pomegranate,Kharif,2.69,0,Canal,17.69,2249.75,107056.83
F04835,Tamil Nadu,papaya,Zaid,1.27,19,Drip,16.29,2905.87,60117.51
F03607,Punjab,banana,Rabi,1.0,4,Drip,20.39,902.85,18409.11
F03624,Uttar Pradesh,blackgram,Rabi,4.85,18,Rain-fed,30.54,2097.51,310681.08
F05055,Madhya Pradesh,mothbeans,Rabi,3.99,9,Sprinkler,11.23,2426.41,108721.85
F00070,Punjab,orange,Zaid,1.17,4,Canal,2.0,2217.03,5187.85
F00806,Maharashtra,mango,Kharif,5.29,14,Rain-fed,15.85,3959.51,331991.06
F04371,Gujarat,watermelon,Zaid,2.16,11,Canal,7.86,2597.2,44094.22
F05110,Andhra Pradesh,coffee,Rabi,1.05,3,Drip,19.21,1745.07,35198.93
F00804,Maharashtra,watermelon,Zaid,2.71,23,Sprinkler,17.56,1281.19,60968.76
F04272,Maharashtra,coconut,Kharif,4.31,19,Rain-fed,19.92,2761.11,237055.65
F00204,Madhya Pradesh,mungbean,Rabi,6.18,9,Rain-fed,9.96,826.92,50899.24
F01630,Punjab,maize,Rabi,17.58,22,Canal,25.02,2273.66,1000072.99
F04723,Maharashtra,jute,Rabi,1.75,19,Borewell,20.11,1566.34,55123.42
F00882,Maharashtra,mothbeans,Zaid,5.23,0,Sprinkler,24.4,2495.87,318502.96
