crop,temperature,humidity,rainfall,leaf_wetness_hours,risk_score,risk_level,disease_name
orange,19.6,69.34,218.67,15.33,0.72,High,Greening (HLB)
papaya,32.31,51.14,125.35,9.56,0.474,Medium,Powdery Mildew
muskmelon,27.89,84.24,25.56,14.55,0.636,Medium,Downy Mildew
lentil,24.49,69.46,225.36,9.81,0.624,Medium,Wilt
mungbean,27.73,60.36,295.1,7.51,0.678,High,Yellow Mosaic Virus
apple,30.21,68.8,76.18,12.66,0.613,Medium,Fire Blight
coffee,28.57,69.89,96.92,5.14,0.445,Medium,Berry Disease
cotton,23.01,83.67,198.14,9.1,0.654,High,Bacterial Blight
cotton,26.19,49.85,117.06,8.21,0.483,Medium,Leaf Curl Virus
orange,26.34,88.45,96.26,12.97,0.601,Medium,Citrus Canker
blackgram,30.23,76.8,150.36,6.74,0.506,Medium,Yellow Mosaic Virus
coffee,28.51,73.52,100.02,10.03,0.596,Medium,Coffee Leaf Rust
chickpea,29.94,73.82,120.2,5.39,0.488,Medium,Ascochyta Blight
pomegranate,26.0,67.57,78.67,10.86,0.562,Medium,Fruit Rot
apple,20.52,47.96,120.86,2.91,0.343,Low,Healthy
mungbean,29.23,71.87,269.85,10.58,0.595,Medium,Yellow Mosaic Virus
grapes,35.54,58.62,190.86,10.43,0.414,Medium,Downy Mildew
blackgram,25.11,76.26,136.81,6.3,0.596,Medium,Yellow Mosaic Virus
grapes,35.57,84.93,304.56,1.63,0.565,Medium,Downy Mildew
blackgram,29.55,72.15,134.31,8.49,0.7,High,Yellow Mosaic Virus
rice,19.35,77.75,168.48,10.53,0.525,Medium,Sheath Blight
orange,21.89,64.42,47.7,8.99,0.495,Medium,Citrus Canker
cotton,32.85,69.62,359.91,8.54,0.626,Medium,Bacterial Blight
coconut,34.77,72.51,164.66,14.49,0.602,Medium,Bud Rot
kidneybeans,25.34,79.08,86.83,11.96,0.473,Medium,Angular Leaf Spot
coconut,31.27,49.57,182.22,9.75,0.514,Medium,Leaf Blight
banana,31.53,83.17,136.24,6.72,0.619,Medium,Sigatoka Leaf Spot
pomegranate,22.63,74.89,160.98,7.76,0.603,Medium,Fruit Rot
cotton,21.48,88.37,77.68,0.71,0.543,Medium,Bacterial Blight
watermelon,26.93,62.02,53.73,3.88,0.395,Medium,Anthracnose
papaya,35.92,71.16,95.21,13.86,0.558,Medium,Papaya Ring Spot Virus
jute,27.46,95.97,87.61,6.78,0.641,Medium,Stem Rot
chickpea,35.72,84.22,62.75,5.04,0.541,Medium,Fusarium Wilt
pomegranate,36.79,84.24,87.06,13.41,0.501,Medium,Fruit Rot
mango,24.16,100.0,29.25,7.67,0.582,Medium,Anthracnose
mango,28.95,80.04,29.37,11.63,0.636,Medium,Anthracnose
mungbean,31.57,84.54,125.34,13.49,0.673,High,Yellow Mosaic Virus
muskmelon,23.88,77.26,87.15,8.91,0.577,Medium,Downy Mildew
kidneybeans,28.62,80.8,99.55,10.91,0.607,Medium,Angular Leaf Spot
chickpea,25.15,78.5,214.14,4.4,0.62,Medium,Fusarium Wilt
mango,37.71,69.0,181.79,7.34,0.526,Medium,Powdery Mildew
maize,19.86,69.93,109.49,6.91,0.495,Medium,Maize Leaf Blight
banana,36.11,100.0,141.5,9.74,0.722,High,Sigatoka Leaf Spot
papaya,20.74,100.0,26.83,4.63,0.501,Medium,Powdery Mildew
papaya,23.37,82.36,152.51,6.27,0.552,Medium,Powdery Mildew
grapes,27.66,63.0,217.59,7.19,0.561,Medium,Powdery Mildew
banana,27.7,66.26,51.09,9.71,0.509,Medium,Sigatoka Leaf Spot
cotton,24.13,51.25,35.34,8.88,0.451,Medium,Bacterial Blight
pomegranate,24.27,57.4,67.87,3.82,0.484,Medium,Fruit Rot
cotton,35.83,62.43,38.33,9.19,0.439,Medium,Leaf Curl Virus
mothbeans,23.64,80.98,34.99,6.09,0.566,Medium,Powdery Mildew
pigeonpeas,23.29,83.9,151.47,3.49,0.415,Medium,Fusarium Wilt
watermelon,30.54,87.76,127.84,3.3,0.455,Medium,Anthracnose
pomegranate,33.62,94.48,247.04,2.77,0.6,Medium,Fruit Rot
coffee,42.37,58.41,119.15,10.15,0.43,Medium,Berry Disease
maize,27.73,74.8,123.57,0.94,0.53,Medium,Common Rust
apple,22.18,62.66,40.58,0.06,0.292,Low,Healthy
apple,25.15,79.02,116.26,9.09,0.596,Medium,Apple Scab
kidneybeans,25.24,71.77,257.75,16.8,0.743,High,Angular Leaf Spot
watermelon,28.41,48.63,63.25,20.04,0.583,Medium,Anthracnose
rice,37.48,57.51,72.69,9.8,0.48,Medium,Rice Blast
mungbean,30.51,70.95,65.43,5.37,0.515,Medium,Cercospora Leaf Spot
grapes,29.85,87.84,341.08,13.58,0.865,High,Downy Mildew
chickpea,23.37,60.41,25.61,3.77,0.433,Medium,Ascochyta Blight
watermelon,26.45,79.44,48.92,9.9,0.546,Medium,Fusarium Wilt
banana,21.55,71.63,274.78,4.99,0.625,Medium,Panama Wilt
mango,30.77,82.81,33.63,9.36,0.561,Medium,Powdery Mildew
grapes,32.06,90.96,311.61,8.63,0.68,High,Downy Mildew
coffee,23.74,80.19,164.88,4.46,0.518,Medium,Berry Disease
papaya,23.93,83.48,21.62,7.55,0.602,Medium,Powdery Mildew
banana,30.66,70.88,246.55,15.71,0.753,High,Panama Wilt
orange,25.74,78.75,109.74,8.43,0.63,Medium,Greening (HLB)
kidneybeans,26.07,85.19,55.05,11.29,0.664,High,Angular Leaf Spot
coffee,30.96,58.34,170.45,9.18,0.44,Medium,Berry Disease
muskmelon,21.97,85.3,121.22,9.14,0.691,High,Downy Mildew
maize,24.09,56.39,139.36,3.7,0.419,Medium,Maize Leaf Blight
blackgram,16.75,73.33,72.08,4.99,0.428,Medium,Leaf Crinkle
kidneybeans,13.96,61.98,102.85,0.23,0.33,Low,Healthy
mothbeans,29.63,59.95,59.3,15.11,0.609,Medium,Yellow Mosaic Virus
apple,28.41,62.43,111.32,2.91,0.463,Medium,Fire Blight
coconut,21.74,70.92,7.59,14.59,0.496,Medium,Bud Rot
mungbean,30.98,87.26,2.29,10.55,0.689,High,Cercospora Leaf Spot
chickpea,22.19,79.0,8.68,3.92,0.458,Medium,Ascochyta Blight
muskmelon,37.07,65.7,187.2,7.8,0.45,Medium,Powdery Mildew
blackgram,22.15,83.23,55.71,5.85,0.466,Medium,Yellow Mosaic Virus
grapes,24.69,87.59,24.69,0.63,0.412,Medium,Powdery Mildew
pomegranate,29.32,77.13,64.38,10.25,0.591,Medium,Bacterial Blight
mungbean,19.33,96.07,309.11,5.09,0.646,Medium,Yellow Mosaic Virus
coffee,21.46,74.44,30.38,12.53,0.611,Medium,Coffee Leaf Rust
papaya,23.06,75.3,69.25,1.59,0.468,Medium,Papaya Ring Spot Virus
pigeonpeas,31.59,70.94,206.95,5.29,0.561,Medium,Fusarium Wilt
grapes,31.56,42.2,278.53,5.49,0.458,Medium,Downy Mildew
coffee,18.63,79.45,85.85,4.44,0.425,Medium,Berry Disease
banana,27.98,69.12,316.72,12.85,0.751,High,Sigatoka Leaf Spot
maize,20.19,57.94,48.89,3.28,0.375,Medium,Gray Leaf Spot
apple,20.41,87.99,150.78,10.52,0.628,Medium,Apple Scab
pomegranate,27.58,73.04,109.17,7.77,0.614,Medium,Fruit Rot
watermelon,25.59,69.11,129.06,8.52,0.588,Medium,Fusarium Wilt
grapes,25.26,80.65,10.61,9.6,0.556,Medium,Powdery Mildew
rice,27.85,69.73,72.44,9.03,0.581,Medium,Bacterial Leaf Blight
papaya,20.29,90.39,61.26,6.4,0.481,Medium,Papaya Ring Spot Virus
papaya,18.43,70.07,121.77,6.22,0.501,Medium,Powdery Mildew
mungbean,26.43,85.73,45.04,7.79,0.48,Medium,Yellow Mosaic Virus
apple,20.41,100.0,39.67,10.5,0.679,High,Apple Scab
chickpea,26.78,85.42,187.45,5.05,0.606,Medium,Fusarium Wilt
pomegranate,33.4,74.47,280.98,0.0,0.558,Medium,Bacterial Blight
mango,28.68,80.74,229.1,5.33,0.642,Medium,Anthracnose
muskmelon,35.49,62.71,57.16,4.69,0.416,Medium,Downy Mildew
mothbeans,23.86,75.01,58.55,11.94,0.625,Medium,Yellow Mosaic Virus
orange,30.73,71.21,143.79,4.08,0.578,Medium,Citrus Canker
lentil,27.23,73.61,251.38,7.72,0.659,High,Wilt
mungbean,32.01,81.91,138.29,0.7,0.397,Medium,Yellow Mosaic Virus
mango,34.71,73.58,40.53,2.82,0.446,Medium,Anthracnose
pigeonpeas,28.8,76.64,224.67,11.04,0.728,High,Sterility Mosaic
mungbean,25.72,70.31,90.34,7.3,0.47,Medium,Yellow Mosaic Virus
pigeonpeas,25.69,73.05,17.87,6.09,0.45,Medium,Sterility Mosaic
cotton,31.33,82.74,21.97,4.17,0.486,Medium,Bacterial Blight
papaya,29.84,60.06,65.54,6.67,0.432,Medium,Powdery Mildew
rice,26.59,54.53,19.8,5.91,0.294,Low,Healthy
pomegranate,28.23,87.03,127.99,6.88,0.649,Medium,Fruit Rot
pigeonpeas,14.2,61.46,261.66,13.28,0.66,High,Sterility Mosaic
blackgram,15.54,63.21,250.09,11.53,0.612,Medium,Leaf Crinkle
watermelon,25.11,63.88,183.94,9.8,0.61,Medium,Anthracnose
papaya,24.47,77.0,110.86,10.28,0.556,Medium,Powdery Mildew
rice,24.88,78.77,82.15,0.0,0.414,Medium,Bacterial Leaf Blight
coconut,29.01,61.42,51.9,8.1,0.547,Medium,Leaf Blight
chickpea,22.48,66.18,42.12,2.51,0.385,Medium,Fusarium Wilt
coconut,26.01,100.0,68.87,10.18,0.662,High,Bud Rot
chickpea,36.2,79.66,63.74,5.21,0.423,Medium,Fusarium Wilt
mothbeans,25.38,86.47,164.86,5.35,0.609,Medium,Yellow Mosaic Virus
mango,29.08,62.94,22.04,7.06,0.408,Medium,Powdery Mildew
cotton,36.19,85.45,11.29,6.87,0.452,Medium,Bacterial Blight
lentil,18.76,80.12,83.75,2.74,0.428,Medium,Rust
pomegranate,26.6,97.26,70.11,12.09,0.734,High,Bacterial Blight
banana,25.81,74.98,164.53,6.83,0.54,Medium,Sigatoka Leaf Spot
pigeonpeas,26.96,68.49,169.7,3.34,0.608,Medium,Sterility Mosaic
jute,24.19,48.23,2.36,11.53,0.449,Medium,Anthracnose
kidneybeans,21.38,75.07,48.78,0.77,0.309,Low,Healthy
jute,19.42,57.21,103.03,4.43,0.402,Medium,Anthracnose
apple,27.91,73.53,148.96,7.82,0.524,Medium,Fire Blight
orange,32.86,65.31,104.02,8.84,0.419,Medium,Citrus Canker
muskmelon,21.84,69.52,160.87,9.18,0.545,Medium,Downy Mildew
coconut,33.93,82.61,309.2,15.41,0.763,High,Bud Rot
mothbeans,24.94,77.69,35.26,8.75,0.504,Medium,Yellow Mosaic Virus
pomegranate,29.33,78.37,291.35,12.96,0.695,High,Bacterial Blight
maize,31.18,89.23,117.24,9.6,0.475,Medium,Maize Leaf Blight
mothbeans,35.2,95.08,15.2,4.04,0.436,Medium,Yellow Mosaic Virus
lentil,35.19,83.46,91.92,8.19,0.547,Medium,Wilt
muskmelon,31.73,55.88,133.06,5.28,0.451,Medium,Downy Mildew
kidneybeans,31.49,72.18,178.91,15.99,0.726,High,Bean Rust
rice,19.46,63.18,47.04,15.21,0.522,Medium,Rice Blast
orange,30.8,65.85,58.61,13.26,0.551,Medium,Citrus Canker
cotton,31.55,76.01,96.69,6.27,0.476,Medium,Leaf Curl Virus
coffee,23.7,75.0,32.66,8.1,0.524,Medium,Coffee Leaf Rust
pigeonpeas,29.28,92.49,125.11,3.03,0.681,High,Fusarium Wilt
apple,28.42,75.91,32.93,7.85,0.536,Medium,Fire Blight
pigeonpeas,34.37,65.66,264.06,7.5,0.591,Medium,Sterility Mosaic
jute,22.0,78.27,91.7,14.7,0.663,High,Stem Rot
maize,30.08,57.57,69.1,3.7,0.459,Medium,Gray Leaf Spot
apple,31.94,80.43,77.31,10.08,0.506,Medium,Apple Scab
pomegranate,25.61,75.23,45.08,5.76,0.551,Medium,Bacterial Blight
apple,28.78,62.37,142.4,8.68,0.46,Medium,Fire Blight
watermelon,18.4,69.03,17.11,10.89,0.526,Medium,Anthracnose
mungbean,26.02,88.23,190.07,6.83,0.507,Medium,Yellow Mosaic Virus
maize,28.28,80.22,362.53,11.44,0.758,High,Common Rust
chickpea,32.3,57.02,282.32,0.0,0.444,Medium,Fusarium Wilt
cotton,22.34,72.34,28.82,2.87,0.511,Medium,Bacterial Blight
pomegranate,30.79,94.12,49.05,7.94,0.625,Medium,Bacterial Blight
watermelon,21.8,85.92,154.45,2.38,0.547,Medium,Fusarium Wilt
maize,19.14,84.25,233.83,7.96,0.531,Medium,Maize Leaf Blight
pigeonpeas,26.91,59.49,70.89,3.97,0.525,Medium,Fusarium Wilt
pigeonpeas,33.63,84.99,81.52,10.99,0.575,Medium,Sterility Mosaic
grapes,32.65,69.07,152.62,9.56,0.597,Medium,Powdery Mildew
watermelon,24.98,88.54,84.52,6.94,0.584,Medium,Anthracnose
papaya,25.55,76.19,245.18,8.75,0.659,High,Powdery Mildew
watermelon,24.12,68.37,79.03,11.41,0.569,Medium,Fusarium Wilt
maize,31.21,63.99,400.0,6.76,0.612,Medium,Maize Leaf Blight
mothbeans,25.47,86.31,246.35,6.59,0.695,High,Yellow Mosaic Virus
maize,37.61,77.81,16.69,7.51,0.442,Medium,Gray Leaf Spot
lentil,29.95,85.73,279.78,17.3,0.851,High,Wilt
mothbeans,29.28,51.39,40.33,9.68,0.368,Medium,Yellow Mosaic Virus
grapes,29.76,83.27,53.98,2.73,0.466,Medium,Downy Mildew
coconut,21.87,59.03,129.51,8.07,0.446,Medium,Leaf Blight
mango,20.32,73.82,61.95,9.37,0.471,Medium,Powdery Mildew
pomegranate,27.71,69.61,39.96,12.35,0.576,Medium,Bacterial Blight
maize,25.68,57.52,55.08,10.19,0.527,Medium,Maize Leaf Blight
maize,26.16,87.52,133.67,10.62,0.597,Medium,Common Rust
cotton,28.96,65.76,76.91,3.2,0.556,Medium,Leaf Curl Virus
orange,19.43,77.91,159.63,7.63,0.593,Medium,Citrus Canker
muskmelon,22.87,64.93,400.0,6.27,0.602,Medium,Downy Mildew
maize,33.36,81.44,73.0,1.73,0.477,Medium,Common Rust
mungbean,32.07,79.12,152.65,10.1,0.624,Medium,Yellow Mosaic Virus
mango,18.95,59.45,161.5,9.25,0.511,Medium,Powdery Mildew
pigeonpeas,25.86,65.97,78.92,8.86,0.517,Medium,Fusarium Wilt
pigeonpeas,23.03,72.76,18.02,1.21,0.414,Medium,Fusarium Wilt
orange,26.34,65.81,122.28,7.48,0.467,Medium,Citrus Canker
pigeonpeas,24.63,64.96,36.95,13.5,0.531,Medium,Sterility Mosaic
coconut,32.23,70.9,87.51,8.0,0.558,Medium,Bud Rot
pigeonpeas,24.58,74.81,32.31,4.25,0.454,Medium,Sterility Mosaic
orange,30.78,80.2,61.99,4.17,0.491,Medium,Greening (HLB)
pomegranate,29.04,61.06,313.88,17.12,0.672,High,Fruit Rot
coconut,21.57,69.77,13.26,4.02,0.387,Medium,Leaf Blight
blackgram,31.66,72.81,68.43,10.21,0.483,Medium,Leaf Crinkle
papaya,28.77,57.44,67.23,8.19,0.404,Medium,Powdery Mildew
lentil,31.02,82.94,211.79,8.34,0.691,High,Rust
blackgram,21.94,73.0,81.92,18.41,0.664,High,Yellow Mosaic Virus
coconut,35.95,71.27,111.28,1.82,0.478,Medium,Bud Rot
kidneybeans,33.16,63.53,105.86,5.81,0.538,Medium,Angular Leaf Spot
pigeonpeas,28.73,78.21,86.01,7.06,0.49,Medium,Sterility Mosaic
watermelon,24.15,77.61,70.05,8.72,0.656,High,Anthracnose
watermelon,21.48,82.54,77.05,9.52,0.543,Medium,Anthracnose
cotton,22.2,70.54,69.94,8.43,0.518,Medium,Bacterial Blight
jute,25.01,58.37,165.0,14.76,0.693,High,Anthracnose
papaya,32.59,47.95,89.38,5.38,0.489,Medium,Powdery Mildew
banana,29.06,70.5,86.08,16.11,0.691,High,Panama Wilt
mungbean,29.47,71.29,72.71,11.28,0.613,Medium,Yellow Mosaic Virus
grapes,30.23,60.73,15.24,13.52,0.541,Medium,Downy Mildew
grapes,25.46,100.0,227.34,0.99,0.61,Medium,Downy Mildew
lentil,24.55,70.63,50.24,12.45,0.489,Medium,Rust
mango,20.34,83.77,195.14,3.97,0.5,Medium,Powdery Mildew
pigeonpeas,28.72,82.12,172.12,10.11,0.678,High,Sterility Mosaic
rice,27.57,78.96,173.14,11.51,0.585,Medium,Sheath Blight
mango,29.83,78.83,84.82,0.0,0.426,Medium,Anthracnose
cotton,21.99,68.81,184.18,12.21,0.676,High,Leaf Curl Virus
cotton,27.19,92.59,113.53,9.34,0.671,High,Bacterial Blight
jute,25.13,82.11,187.44,7.08,0.534,Medium,Anthracnose
chickpea,26.21,73.08,254.66,4.7,0.457,Medium,Ascochyta Blight
rice,28.19,67.87,24.61,5.88,0.478,Medium,Rice Blast
mungbean,34.16,75.21,31.37,8.01,0.436,Medium,Cercospora Leaf Spot
jute,34.93,61.62,29.7,4.31,0.336,Low,Healthy
lentil,21.71,74.8,104.09,10.79,0.574,Medium,Rust
maize,28.98,78.67,186.44,12.56,0.664,High,Gray Leaf Spot
mango,27.7,56.85,132.02,9.9,0.594,Medium,Anthracnose
rice,37.65,59.55,36.83,19.62,0.504,Medium,Bacterial Leaf Blight
mothbeans,23.88,90.38,53.24,12.93,0.623,Medium,Yellow Mosaic Virus
banana,33.71,65.22,80.52,5.66,0.506,Medium,Panama Wilt
apple,29.25,83.89,13.06,10.22,0.576,Medium,Fire Blight
mothbeans,34.14,89.13,171.65,2.25,0.605,Medium,Yellow Mosaic Virus
pomegranate,25.94,50.33,150.3,13.76,0.531,Medium,Fruit Rot
mango,25.18,67.05,49.15,11.29,0.6,Medium,Anthracnose
apple,32.96,76.95,102.52,13.69,0.591,Medium,Fire Blight
watermelon,28.43,66.78,163.68,6.59,0.507,Medium,Fusarium Wilt
mothbeans,24.79,74.45,57.04,12.81,0.516,Medium,Powdery Mildew
coffee,29.02,63.81,101.52,11.51,0.523,Medium,Coffee Leaf Rust
papaya,25.35,81.29,102.44,12.47,0.633,Medium,Papaya Ring Spot Virus
chickpea,27.91,79.98,48.78,7.62,0.434,Medium,Fusarium Wilt
mango,22.86,86.58,87.6,12.24,0.581,Medium,Powdery Mildew
muskmelon,23.26,63.27,250.86,6.9,0.56,Medium,Downy Mildew
apple,31.01,81.41,70.68,10.63,0.6,Medium,Fire Blight
rice,22.5,77.28,24.34,12.99,0.557,Medium,Bacterial Leaf Blight
jute,27.8,74.46,32.33,0.94,0.422,Medium,Anthracnose
orange,35.85,64.32,143.07,11.52,0.554,Medium,Greening (HLB)
chickpea,40.66,82.09,36.47,8.27,0.525,Medium,Fusarium Wilt
jute,25.27,71.2,144.9,14.41,0.722,High,Stem Rot
jute,21.37,66.09,29.32,8.57,0.423,Medium,Anthracnose
pigeonpeas,30.06,89.51,110.8,11.4,0.655,High,Sterility Mosaic
pomegranate,24.78,70.13,326.62,13.14,0.793,High,Bacterial Blight
mothbeans,40.39,56.53,194.14,8.52,0.606,Medium,Yellow Mosaic Virus
rice,21.25,73.95,191.95,8.85,0.628,Medium,Bacterial Leaf Blight
muskmelon,25.18,57.42,75.67,5.68,0.454,Medium,Powdery Mildew
mungbean,29.04,70.59,88.33,14.78,0.588,Medium,Yellow Mosaic Virus
orange,12.59,88.47,71.45,6.16,0.475,Medium,Citrus Canker
jute,35.08,53.38,18.46,6.46,0.356,Medium,Stem Rot
apple,28.57,77.17,103.71,0.25,0.416,Medium,Fire Blight
cotton,24.13,85.75,131.45,12.81,0.554,Medium,Leaf Curl Virus
pomegranate,32.18,67.61,161.17,7.52,0.519,Medium,Fruit Rot
papaya,27.78,61.8,135.95,8.79,0.507,Medium,Powdery Mildew
maize,28.35,64.09,136.05,5.57,0.466,Medium,Maize Leaf Blight
papaya,27.8,80.2,73.83,5.9,0.492,Medium,Papaya Ring Spot Virus
mango,29.95,69.27,231.03,2.85,0.522,Medium,Powdery Mildew
apple,22.34,81.09,152.79,10.53,0.673,High,Apple Scab
banana,16.89,80.33,168.92,11.9,0.607,Medium,Panama Wilt
mungbean,23.83,77.12,28.05,0.0,0.338,Low,Healthy
papaya,24.18,58.53,171.48,6.13,0.539,Medium,Papaya Ring Spot Virus
apple,23.6,81.83,96.32,7.15,0.522,Medium,Fire Blight
blackgram,31.99,69.17,13.71,14.88,0.592,Medium,Yellow Mosaic Virus
grapes,18.32,70.15,61.87,7.76,0.481,Medium,Downy Mildew
coconut,21.99,46.87,153.44,8.32,0.461,Medium,Leaf Blight
orange,25.42,76.57,122.96,8.79,0.586,Medium,Greening (HLB)
papaya,26.35,97.41,49.26,9.34,0.627,Medium,Powdery Mildew
coffee,30.59,60.64,35.12,4.25,0.457,Medium,Berry Disease
pigeonpeas,29.78,71.21,109.24,13.05,0.678,High,Fusarium Wilt
pomegranate,20.7,69.69,109.26,9.18,0.587,Medium,Fruit Rot
coffee,23.62,56.8,110.84,9.09,0.438,Medium,Berry Disease
pomegranate,27.01,53.23,101.41,8.05,0.551,Medium,Fruit Rot
rice,26.13,95.01,36.55,9.28,0.569,Medium,Sheath Blight
watermelon,24.35,79.41,188.02,1.68,0.454,Medium,Anthracnose
chickpea,26.44,73.74,94.05,9.01,0.602,Medium,Ascochyta Blight
banana,28.07,72.25,68.99,6.24,0.494,Medium,Sigatoka Leaf Spot
jute,29.33,71.71,45.58,0.89,0.441,Medium,Stem Rot
blackgram,30.87,78.55,86.9,7.42,0.582,Medium,Yellow Mosaic Virus
orange,27.66,71.11,117.25,9.76,0.706,High,Greening (HLB)
mothbeans,26.49,80.82,31.5,7.36,0.528,Medium,Powdery Mildew
coffee,29.9,77.69,54.5,15.19,0.655,High,Coffee Leaf Rust
mango,23.54,95.32,246.12,4.99,0.643,Medium,Anthracnose
cotton,25.37,84.35,37.06,4.48,0.552,Medium,Bacterial Blight
kidneybeans,29.89,81.28,36.75,9.09,0.519,Medium,Bean Rust
pomegranate,20.05,57.55,49.66,9.13,0.504,Medium,Bacterial Blight
rice,25.89,82.77,98.95,3.86,0.531,Medium,Rice Blast
pomegranate,24.84,83.53,129.01,11.74,0.615,Medium,Bacterial Blight
jute,21.29,67.4,209.41,3.34,0.521,Medium,Anthracnose
coconut,22.31,77.5,105.19,7.01,0.58,Medium,Bud Rot
cotton,25.77,92.37,39.96,13.09,0.624,Medium,Bacterial Blight
pomegranate,35.88,55.33,130.51,2.31,0.347,Low,Healthy
mango,28.91,83.59,63.61,13.34,0.673,High,Powdery Mildew
mungbean,30.16,69.03,70.08,12.52,0.552,Medium,Cercospora Leaf Spot
muskmelon,22.93,78.45,19.01,6.68,0.52,Medium,Downy Mildew
blackgram,23.75,59.2,217.85,6.37,0.529,Medium,Leaf Crinkle
lentil,27.99,73.72,72.46,11.26,0.514,Medium,Wilt
mungbean,27.15,72.9,215.94,12.45,0.669,High,Yellow Mosaic Virus
mungbean,24.46,79.76,20.11,3.19,0.444,Medium,Cercospora Leaf Spot
orange,26.26,60.42,118.6,12.28,0.57,Medium,Citrus Canker
watermelon,34.94,91.75,128.18,7.01,0.634,Medium,Fusarium Wilt
papaya,27.78,92.79,246.28,5.43,0.683,High,Papaya Ring Spot Virus
coconut,28.46,53.68,294.61,11.48,0.63,Medium,Leaf Blight
lentil,22.68,91.12,265.11,16.31,0.835,High,Wilt
mango,22.11,65.01,132.0,16.79,0.574,Medium,Anthracnose
watermelon,25.85,73.0,75.01,6.34,0.533,Medium,Fusarium Wilt
cotton,30.29,82.45,251.66,13.41,0.738,High,Bacterial Blight
pomegranate,23.25,72.66,83.53,4.45,0.35,Low,Healthy
blackgram,26.98,64.03,137.97,15.01,0.67,High,Yellow Mosaic Virus
maize,24.74,67.01,137.53,2.38,0.527,Medium,Maize Leaf Blight
coffee,33.46,97.12,6.93,7.42,0.516,Medium,Berry Disease
cotton,34.41,75.53,78.54,8.41,0.481,Medium,Leaf Curl Virus
muskmelon,26.73,83.06,127.71,10.15,0.603,Medium,Downy Mildew
apple,22.91,61.35,297.66,11.23,0.676,High,Fire Blight
pomegranate,25.74,73.39,220.74,10.53,0.608,Medium,Bacterial Blight
pomegranate,23.11,80.84,100.48,5.77,0.48,Medium,Fruit Rot
blackgram,33.37,90.98,19.01,8.9,0.531,Medium,Leaf Crinkle
jute,14.61,98.41,47.99,8.41,0.567,Medium,Anthracnose
lentil,25.36,76.29,58.04,14.14,0.603,Medium,Rust
rice,28.05,66.42,239.94,0.26,0.436,Medium,Rice Blast
orange,28.99,84.37,48.4,10.43,0.521,Medium,Citrus Canker
pomegranate,30.73,79.99,189.27,4.84,0.583,Medium,Fruit Rot
apple,34.8,96.26,388.32,4.49,0.786,High,Fire Blight
kidneybeans,37.33,75.96,9.19,4.38,0.385,Medium,Bean Rust
apple,23.29,73.47,204.98,11.57,0.631,Medium,Apple Scab
coconut,30.3,44.1,99.73,10.98,0.495,Medium,Leaf Blight
coconut,30.05,73.77,105.94,7.6,0.541,Medium,Leaf Blight
mungbean,23.47,77.28,187.65,7.21,0.573,Medium,Yellow Mosaic Virus
papaya,25.4,74.03,137.6,12.56,0.656,High,Powdery Mildew
orange,29.77,61.9,168.17,4.89,0.531,Medium,Greening (HLB)
rice,25.74,76.83,262.77,7.05,0.64,Medium,Rice Blast
muskmelon,24.84,79.26,90.6,8.37,0.543,Medium,Downy Mildew
cotton,26.38,76.87,57.7,9.34,0.501,Medium,Bacterial Blight
maize,23.9,84.43,196.25,13.72,0.766,High,Maize Leaf Blight
mungbean,32.02,75.24,48.49,4.76,0.489,Medium,Yellow Mosaic Virus
orange,21.85,69.1,179.98,7.52,0.586,Medium,Greening (HLB)
pigeonpeas,25.69,81.08,86.66,8.31,0.553,Medium,Fusarium Wilt
mothbeans,27.84,75.03,146.87,4.87,0.516,Medium,Powdery Mildew
blackgram,25.17,56.21,236.04,4.38,0.493,Medium,Yellow Mosaic Virus
orange,26.23,84.98,88.45,1.8,0.449,Medium,Citrus Canker
mango,28.83,82.72,54.55,7.57,0.492,Medium,Powdery Mildew
lentil,31.49,79.9,16.69,8.84,0.542,Medium,Rust
rice,31.62,75.42,79.66,8.89,0.57,Medium,Rice Blast
chickpea,28.34,71.34,64.49,12.59,0.545,Medium,Ascochyta Blight
jute,22.34,60.77,29.94,9.03,0.499,Medium,Stem Rot
maize,26.16,88.15,152.03,5.34,0.544,Medium,Gray Leaf Spot
rice,30.13,71.29,139.72,6.55,0.515,Medium,Sheath Blight
rice,30.81,80.38,18.02,3.86,0.479,Medium,Sheath Blight
apple,30.1,67.62,298.24,9.53,0.618,Medium,Apple Scab
rice,26.3,93.38,200.1,11.0,0.807,High,Rice Blast
banana,38.32,74.47,108.03,7.53,0.514,Medium,Sigatoka Leaf Spot
chickpea,24.45,79.92,128.41,4.86,0.601,Medium,Fusarium Wilt
papaya,25.7,95.71,40.06,6.08,0.718,High,Papaya Ring Spot Virus
papaya,26.21,61.32,101.44,5.23,0.314,Low,Healthy
grapes,21.39,67.76,23.13,1.97,0.303,Low,Healthy
jute,32.78,75.88,66.73,9.48,0.479,Medium,Stem Rot
coffee,29.34,99.99,169.24,10.87,0.673,High,Berry Disease
orange,18.95,80.47,123.57,5.33,0.537,Medium,Greening (HLB)
apple,26.46,57.65,63.04,7.31,0.517,Medium,Fire Blight
grapes,16.35,51.04,77.29,7.06,0.353,Medium,Powdery Mildew
apple,34.76,64.41,262.37,6.26,0.526,Medium,Fire Blight
apple,25.79,97.04,36.27,10.74,0.626,Medium,Fire Blight
chickpea,23.78,68.65,83.68,10.38,0.577,Medium,Ascochyta Blight
